customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,sentiment_label
374,female,46-60,north,fashion,online,bigbasket,2,product stopped working after few days.,negative,50,no,yes,0
375,other,18-25,central,beauty,online,jiomart,4,great value for money.,positive,35,yes,no,1
376,male,26-35,west,groceries,online,boat,1,very disappointed with the quality.,negative,49,no,yes,0
377,other,18-25,west,fashion,online,facebook marketplace,2,late delivery and poor packaging.,negative,61,no,yes,0
378,other,18-25,central,home & kitchen,online,jiomart,2,product stopped working after few days.,negative,59,no,yes,0
380,male,46-60,north,groceries,online,amazon,2,not worth the price.,negative,20,yes,yes,0
381,male,26-35,central,fashion,online,jiomart,5,very satisfied with the quality.,positive,71,no,no,1
382,other,26-35,north,travel,online,myntra,2,customer service was unhelpful.,negative,29,yes,yes,0
383,other,60+,east,groceries,online,bigbasket,2,not worth the price.,negative,10,yes,yes,0
384,male,36-45,north,groceries,online,tata cliq,2,not worth the price.,negative,17,yes,yes,0
386,male,60+,north,home & kitchen,online,jiomart,2,not worth the price.,negative,38,yes,yes,0
387,male,18-25,south,sports,online,nykaa,4,very satisfied with the quality.,positive,50,no,no,1
388,other,26-35,central,travel,online,shopclues,1,very disappointed with the quality.,negative,4,yes,yes,0
389,other,46-60,south,books,online,facebook marketplace,1,not worth the price.,negative,50,no,yes,0
392,male,60+,east,fashion,online,ajio,4,excellent product! exceeded expectations.,positive,25,yes,no,1
393,female,26-35,east,fashion,online,tata cliq,1,product stopped working after few days.,negative,62,no,yes,0
394,female,46-60,south,sports,online,zepto,5,excellent product! exceeded expectations.,positive,24,yes,no,1
396,other,46-60,central,home & kitchen,online,meesho,2,not worth the price.,negative,30,yes,yes,0
397,male,60+,central,fashion,online,others,4,great value for money.,positive,9,yes,no,1
398,male,46-60,north,beauty,online,facebook marketplace,4,fast delivery and great packaging.,positive,24,yes,no,1
399,male,60+,west,travel,online,facebook marketplace,5,fast delivery and great packaging.,positive,70,no,no,1
401,other,18-25,east,home & kitchen,online,nykaa,4,excellent product! exceeded expectations.,positive,51,no,no,1
402,other,36-45,north,sports,online,myntra,5,fast delivery and great packaging.,positive,67,no,no,1
403,male,36-45,east,beauty,online,swiggy instamart,5,great value for money.,positive,31,yes,no,1
404,other,46-60,central,books,online,amazon,4,great value for money.,positive,37,yes,no,1
405,female,26-35,central,groceries,online,zepto,2,product stopped working after few days.,negative,53,no,yes,0
406,female,46-60,west,groceries,online,snapdeal,1,late delivery and poor packaging.,negative,58,no,yes,0
407,female,36-45,east,beauty,online,ajio,1,very disappointed with the quality.,negative,29,yes,yes,0
408,male,46-60,west,fashion,online,croma,2,product stopped working after few days.,negative,24,yes,yes,0
410,male,26-35,west,groceries,online,zepto,4,very satisfied with the quality.,positive,30,yes,no,1
411,male,26-35,west,books,online,shopclues,1,customer service was unhelpful.,negative,5,yes,yes,0
412,male,60+,north,groceries,online,others,4,great value for money.,positive,64,no,no,1
413,male,18-25,west,automobile,online,amazon,5,"amazing experience, highly recommend!",positive,33,yes,no,1
414,male,26-35,south,automobile,online,zepto,1,product stopped working after few days.,negative,4,yes,yes,0
415,male,36-45,east,books,online,jiomart,5,very satisfied with the quality.,positive,71,no,no,1
416,other,18-25,central,automobile,online,tata cliq,4,excellent product! exceeded expectations.,positive,36,yes,no,1
417,other,60+,south,automobile,online,snapdeal,1,product stopped working after few days.,negative,66,no,yes,0
418,male,26-35,central,home & kitchen,online,lenskart,1,customer service was unhelpful.,negative,60,no,yes,0
419,male,26-35,east,electronics,online,tata cliq,4,excellent product! exceeded expectations.,positive,60,no,no,1
420,female,26-35,east,travel,online,others,5,very satisfied with the quality.,positive,44,yes,no,1
421,other,18-25,north,books,online,jiomart,4,excellent product! exceeded expectations.,positive,46,yes,no,1
422,other,46-60,north,home & kitchen,online,boat,5,great value for money.,positive,8,yes,no,1
423,other,36-45,south,electronics,online,reliance digital,2,customer service was unhelpful.,negative,6,yes,yes,0
424,female,26-35,central,travel,online,boat,5,great value for money.,positive,5,yes,no,1
425,female,60+,south,electronics,online,lenskart,5,excellent product! exceeded expectations.,positive,42,yes,no,1
426,male,46-60,south,electronics,online,snapdeal,5,excellent product! exceeded expectations.,positive,63,no,no,1
427,other,36-45,central,travel,online,croma,1,product stopped working after few days.,negative,30,yes,yes,0
428,other,36-45,south,automobile,online,snapdeal,5,"amazing experience, highly recommend!",positive,29,yes,no,1
430,other,18-25,north,sports,online,meesho,2,product stopped working after few days.,negative,33,yes,yes,0
431,male,60+,north,automobile,online,croma,4,excellent product! exceeded expectations.,positive,58,no,no,1
433,other,18-25,north,automobile,online,flipkart,2,customer service was unhelpful.,negative,58,no,yes,0
434,male,36-45,west,books,online,amazon,1,not worth the price.,negative,34,yes,yes,0
435,female,60+,north,fashion,online,boat,5,"amazing experience, highly recommend!",positive,11,yes,no,1
437,female,26-35,east,home & kitchen,online,shopclues,4,"amazing experience, highly recommend!",positive,53,no,no,1
438,other,26-35,south,sports,online,lenskart,1,very disappointed with the quality.,negative,56,no,yes,0
439,male,36-45,north,fashion,online,myntra,2,not worth the price.,negative,57,no,yes,0
440,female,26-35,north,books,online,zepto,4,"amazing experience, highly recommend!",positive,7,yes,no,1
441,other,60+,north,home & kitchen,online,snapdeal,2,not worth the price.,negative,15,yes,yes,0
442,male,26-35,east,fashion,online,bigbasket,1,product stopped working after few days.,negative,46,yes,yes,0
443,male,26-35,central,fashion,online,bigbasket,2,customer service was unhelpful.,negative,63,no,yes,0
444,female,18-25,east,beauty,online,myntra,5,excellent product! exceeded expectations.,positive,69,no,no,1
445,female,46-60,west,groceries,online,snapdeal,5,great value for money.,positive,11,yes,no,1
446,female,18-25,south,automobile,online,meesho,5,very satisfied with the quality.,positive,21,yes,no,1
447,male,60+,north,groceries,online,tata cliq,2,very disappointed with the quality.,negative,60,no,yes,0
448,other,60+,south,home & kitchen,online,others,5,excellent product! exceeded expectations.,positive,52,no,no,1
449,female,18-25,east,home & kitchen,online,myntra,5,great value for money.,positive,25,yes,no,1
450,male,18-25,central,fashion,online,shopclues,1,product stopped working after few days.,negative,7,yes,yes,0
451,other,60+,south,automobile,online,flipkart,2,customer service was unhelpful.,negative,5,yes,yes,0
452,other,18-25,central,fashion,online,tata cliq,5,great value for money.,positive,35,yes,no,1
453,female,36-45,west,travel,online,meesho,1,very disappointed with the quality.,negative,8,yes,yes,0
454,male,60+,south,home & kitchen,online,others,2,product stopped working after few days.,negative,26,yes,yes,0
455,female,18-25,west,electronics,online,croma,5,"amazing experience, highly recommend!",positive,18,yes,no,1
456,female,46-60,west,sports,online,others,1,not worth the price.,negative,52,no,yes,0
457,male,26-35,west,automobile,online,zepto,4,very satisfied with the quality.,positive,49,no,no,1
458,female,36-45,central,sports,online,meesho,4,excellent product! exceeded expectations.,positive,68,no,no,1
459,other,60+,west,groceries,online,tata cliq,2,customer service was unhelpful.,negative,23,yes,yes,0
460,male,46-60,north,fashion,online,snapdeal,1,product stopped working after few days.,negative,55,no,yes,0
461,other,26-35,south,books,online,croma,1,late delivery and poor packaging.,negative,4,yes,yes,0
462,male,60+,central,beauty,online,paytm mall,5,great value for money.,positive,14,yes,no,1
463,other,36-45,south,beauty,online,croma,2,very disappointed with the quality.,negative,53,no,yes,0
464,female,18-25,east,fashion,online,swiggy instamart,5,"amazing experience, highly recommend!",positive,59,no,no,1
467,male,46-60,central,sports,online,swiggy instamart,4,great value for money.,positive,3,yes,no,1
469,male,18-25,north,automobile,online,ajio,5,"amazing experience, highly recommend!",positive,5,yes,no,1
470,other,46-60,south,fashion,online,boat,5,excellent product! exceeded expectations.,positive,4,yes,no,1
471,other,60+,west,beauty,online,flipkart,4,excellent product! exceeded expectations.,positive,58,no,no,1
472,other,60+,west,home & kitchen,online,croma,4,fast delivery and great packaging.,positive,60,no,no,1
473,female,46-60,west,groceries,online,reliance digital,4,"amazing experience, highly recommend!",positive,28,yes,no,1
474,female,26-35,west,books,online,reliance digital,1,customer service was unhelpful.,negative,64,no,yes,0
475,female,18-25,south,books,online,bigbasket,2,customer service was unhelpful.,negative,14,yes,yes,0
477,other,36-45,central,fashion,online,boat,1,product stopped working after few days.,negative,43,yes,yes,0
479,female,46-60,west,automobile,online,shopclues,4,very satisfied with the quality.,positive,56,no,no,1
480,male,46-60,central,sports,online,nykaa,5,excellent product! exceeded expectations.,positive,15,yes,no,1
481,male,60+,north,sports,online,bigbasket,4,excellent product! exceeded expectations.,positive,50,no,no,1
482,other,60+,central,groceries,online,swiggy instamart,5,great value for money.,positive,16,yes,no,1
483,male,60+,south,travel,online,croma,4,"amazing experience, highly recommend!",positive,14,yes,no,1
485,female,18-25,south,sports,online,myntra,4,very satisfied with the quality.,positive,28,yes,no,1
486,male,26-35,north,books,online,reliance digital,1,late delivery and poor packaging.,negative,36,yes,yes,0
487,female,46-60,central,fashion,online,myntra,5,fast delivery and great packaging.,positive,19,yes,no,1
488,female,36-45,south,fashion,online,paytm mall,4,great value for money.,positive,4,yes,no,1
489,other,60+,north,automobile,online,boat,4,"amazing experience, highly recommend!",positive,16,yes,no,1
491,other,60+,central,home & kitchen,online,zepto,4,fast delivery and great packaging.,positive,17,yes,no,1
493,other,46-60,west,automobile,online,amazon,5,very satisfied with the quality.,positive,38,yes,no,1
494,female,60+,west,fashion,online,shopclues,5,excellent product! exceeded expectations.,positive,40,yes,no,1
495,male,60+,west,sports,online,zepto,1,customer service was unhelpful.,negative,16,yes,yes,0
496,female,26-35,central,books,online,zepto,5,very satisfied with the quality.,positive,46,yes,no,1
497,male,46-60,north,automobile,online,myntra,4,great value for money.,positive,22,yes,no,1
500,female,26-35,central,home & kitchen,online,nykaa,5,excellent product! exceeded expectations.,positive,43,yes,no,1
502,female,60+,central,travel,online,meesho,2,late delivery and poor packaging.,negative,29,yes,yes,0
503,other,18-25,east,home & kitchen,online,facebook marketplace,4,fast delivery and great packaging.,positive,13,yes,no,1
504,other,18-25,west,automobile,online,boat,1,not worth the price.,negative,34,yes,yes,0
505,male,36-45,east,travel,online,flipkart,2,not worth the price.,negative,58,no,yes,0
506,female,36-45,central,home & kitchen,online,jiomart,4,very satisfied with the quality.,positive,43,yes,no,1
509,male,36-45,south,groceries,online,reliance digital,1,very disappointed with the quality.,negative,20,yes,yes,0
510,male,60+,south,sports,online,amazon,4,very satisfied with the quality.,positive,7,yes,no,1
511,other,18-25,north,beauty,online,flipkart,2,late delivery and poor packaging.,negative,57,no,yes,0
512,other,46-60,north,automobile,online,ajio,1,late delivery and poor packaging.,negative,30,yes,yes,0
513,other,18-25,east,travel,online,jiomart,2,very disappointed with the quality.,negative,69,no,yes,0
515,other,60+,east,fashion,online,shopclues,1,product stopped working after few days.,negative,63,no,yes,0
516,male,26-35,north,sports,online,meesho,4,very satisfied with the quality.,positive,6,yes,no,1
517,other,36-45,north,travel,online,myntra,4,"amazing experience, highly recommend!",positive,32,yes,no,1
520,female,36-45,south,books,online,shopclues,2,very disappointed with the quality.,negative,44,yes,yes,0
525,male,60+,north,fashion,online,reliance digital,2,very disappointed with the quality.,negative,37,yes,yes,0
527,other,60+,north,home & kitchen,online,nykaa,2,very disappointed with the quality.,negative,61,no,yes,0
529,other,60+,east,automobile,online,tata cliq,4,excellent product! exceeded expectations.,positive,19,yes,no,1
531,female,36-45,central,automobile,online,bigbasket,2,product stopped working after few days.,negative,56,no,yes,0
532,male,18-25,west,travel,online,tata cliq,2,product stopped working after few days.,negative,66,no,yes,0
533,male,18-25,east,electronics,online,others,5,very satisfied with the quality.,positive,28,yes,no,1
534,male,18-25,central,books,online,others,1,very disappointed with the quality.,negative,61,no,yes,0
535,female,46-60,east,sports,online,zepto,5,excellent product! exceeded expectations.,positive,17,yes,no,1
